TIMESTAMP,LE_F_MDS,LE_F_MDS_QC,SW_IN_F,SW_IN_F_QC,TA_F,TA_F_QC,WS_F,WS_F_QC,VPD_F,VPD_F_QC,P_F,P_F_QC,PA_F,PA_F_QC,SITE_ID,IGBP,LATITUDE,LONGITUDE,SITE_AGE
19960101,8.04737,0,10.191,1,-6.317,1,2.655,0,0.3,1,0.099,0,96.484,0,DE-Tha,ENF,50.96256,13.56515,118
19960102,11.0702,0,6.641,1,-8.194,1,2.04,0,0.288,1,0.301,0,96.908,0,DE-Tha,ENF,50.96256,13.56515,118
19960103,14.7321,0,5.962,1,-6.493,1,2.058,0,0.301,1,1.183,0,97.854,0,DE-Tha,ENF,50.96256,13.56515,118
19960104,8.04737,0,14.083,1,-5.817,1,1.531,0,0.318,1,0.42,0,97.921,0,DE-Tha,ENF,50.96256,13.56515,118
19960105,11.0702,0,60.965,0.916667,-7.153,1,3.054,0,0.329,1,0,0,97.179,0,DE-Tha,ENF,50.96256,13.56515,118
19960106,14.7321,0,23.921,1,-5.468,1,3.968,0,0.308,1,0,0,96.576,0,DE-Tha,ENF,50.96256,13.56515,118
19960107,8.04737,0,25.248,1,-0.947,1,2.824,0,0.605,1,0.142,0,96.311,0,DE-Tha,ENF,50.96256,13.56515,118
19960108,11.0702,0,19.177,1,1.896,1,1.663,0,0.678,1,2.238,0,97.218,0,DE-Tha,ENF,50.96256,13.56515,118
19960109,14.7321,0,53.748,1,1.084,1,2.275,0,0.998,1,0,0,97.183,0,DE-Tha,ENF,50.96256,13.56515,118
19960110,8.04737,0,39.912,1,0.359,1,2.027,0,1.124,1,0,0,97.025,0,DE-Tha,ENF,50.96256,13.56515,118
19960111,11.0702,0,32.843,1,2.857,1,2.16,0,2.326,1,0.216,0,96.772,0,DE-Tha,ENF,50.96256,13.56515,118
19960112,14.7321,0,56.924,1,3.316,1,1.984,0,2.173,1,0.353,0,96.678,0,DE-Tha,ENF,50.96256,13.56515,118
19960113,8.04737,0,52.935,1,2.668,1,1.69,0,1.673,1,0,0,97.483,0,DE-Tha,ENF,50.96256,13.56515,118
19960114,11.0702,0,50.838,1,1.5,1,1.878,0,1.621,1,0,0,98.203,0,DE-Tha,ENF,50.96256,13.56515,118
19960115,14.7321,0,55.163,1,-0.606,1,2.149,0,1.352,1,0.077,0,98.662,0,DE-Tha,ENF,50.96256,13.56515,118
19960116,8.04737,0,66.385,1,-0.85,1,1.661,0,0.928,1,0.104,0,98.85,0,DE-Tha,ENF,50.96256,13.56515,118
19960117,11.0702,0,68.503,1,1.348,1,1.489,0,0.806,0.958333,0,0,98.656,0,DE-Tha,ENF,50.96256,13.56515,118
19960118,14.7321,0,26.04,1,-6.124,1,1.124,0,0.435,1,0.11,0,98.152,0,DE-Tha,ENF,50.96256,13.56515,118
19960119,8.04737,0,13.357,1,-5.752,1,1.887,0,0.308,1,0.415,0,97.885,0,DE-Tha,ENF,50.96256,13.56515,118
19960120,11.0702,0,7.29,1,-6.586,1,3.874,0,0.338,1,0.206,0,97.965,0,DE-Tha,ENF,50.96256,13.56515,118
19960121,14.7321,0,60.701,1,-6.308,1,3.255,0,0.33,1,0,0,98.255,0,DE-Tha,ENF,50.96256,13.56515,118
19960122,8.04737,0,69.392,0.958333,-8.937,1,3.354,0,0.249,1,0,0,98.285,0,DE-Tha,ENF,50.96256,13.56515,118
19960123,11.0702,0,66.735,1,-7.097,1,4.793,0,0.303,1,0,0,97.894,0,DE-Tha,ENF,50.96256,13.56515,118
19960124,14.7321,0,55.978,1,-7.851,1,5.426,0,0.292,1,0,0,97.706,0,DE-Tha,ENF,50.96256,13.56515,118
19960125,8.04737,0,74.357,1,-14.248,1,5.523,0,0.268,1,0.164,0,97.691,0,DE-Tha,ENF,50.96256,13.56515,118
19960126,11.0702,0,28.003,1,-11.978,1,4.636,0,0.272,1,0.961,0,97.624,0,DE-Tha,ENF,50.96256,13.56515,118
19960127,14.7321,0,17.577,1,-10.601,1,3.275,0,0.285,1,2.757,0,97.945,0,DE-Tha,ENF,50.96256,13.56515,118
19960128,8.04737,0,19.947,1,-9.497,1,3.274,0,0.288,1,0.778,0,98.225,0,DE-Tha,ENF,50.96256,13.56515,118
19960129,11.0702,0,17.738,1,-6.894,1,3.412,0,0.287,1,0.148,0,98.25,0,DE-Tha,ENF,50.96256,13.56515,118
19960130,14.7321,0,90.958,0.958333,-6.47,1,3.129,0,0.291,1,0,0,98.734,0,DE-Tha,ENF,50.96256,13.56515,118
19960131,8.04737,0,99.872,0.958333,-6.003,1,2.239,0,0.308,1,0,0,98.745,0,DE-Tha,ENF,50.96256,13.56515,118
19960201,11.0702,0,89.295,1,-3.877,1,2.407,0,0.328,1,0,0,98.075,0,DE-Tha,ENF,50.96256,13.56515,118
19960202,14.7321,0,68.736,1,-3.104,1,1.901,0,0.328,1,0.132,0,97.016,0,DE-Tha,ENF,50.96256,13.56515,118
19960203,8.04737,0,18.106,1,-3.729,1,2.583,0,0.291,1,1.739,0,96.646,0,DE-Tha,ENF,50.96256,13.56515,118
19960204,11.0702,0,28.756,1,-6.385,1,1.84,0,0.314,1,1.148,0,97.11,0,DE-Tha,ENF,50.96256,13.56515,118
19960205,14.7321,0,19.788,1,-6.182,1,1.847,0,0.31,1,1.567,0,97.024,0,DE-Tha,ENF,50.96256,13.56515,118
19960206,8.04737,0,94.803,1,-8.911,1,3.741,0,0.307,1,0.021,0,96.539,0,DE-Tha,ENF,50.96256,13.56515,118
19960207,11.0702,0,97.297,1,-10.704,1,3.685,0,0.267,1,0,0,96.366,0,DE-Tha,ENF,50.96256,13.56515,118
19960208,14.7321,0,64.641,1,-9.842,1,3.104,0,0.292,1,0,0,96.638,0,DE-Tha,ENF,50.96256,13.56515,118
19960209,8.04737,0,107.204,1,-9.6,1,2.237,0,0.289,1,0,0,97.877,0,DE-Tha,ENF,50.96256,13.56515,118
19960210,11.0702,0,58.358,1,-6.686,1,2.495,0,0.296,1,0,0,97.501,0,DE-Tha,ENF,50.96256,13.56515,118
19960211,14.7321,0,71.522,1,-0.545,1,2.388,0,0.91,1,1.054,0,97.119,0,DE-Tha,ENF,50.96256,13.56515,118
19960212,8.04737,0,85.077,1,0.207,1,4.583,0,1.222,1,0.69,0,96.469,0,DE-Tha,ENF,50.96256,13.56515,118
19960213,11.0702,0,57.927,1,-0.657,1,2.434,0,0.972,1,1.445,0,95.568,0,DE-Tha,ENF,50.96256,13.56515,118
19960214,14.7321,0,10.883,1,-4.069,1,3.58,0,0.293,1,4.249,0,97.438,0,DE-Tha,ENF,50.96256,13.56515,118
19960215,8.04737,0,36.969,1,-4.19,1,3.188,0,0.338,1,0.77,0,98.513,0,DE-Tha,ENF,50.96256,13.56515,118
19960216,11.0702,0,21.154,1,-0.113,1,6.403,0,0.363,1,6.924,0,96.964,0,DE-Tha,ENF,50.96256,13.56515,118
19960217,14.7321,0,16.325,1,0.326,1,6.885,0,0.522,1,6.233,0,96.171,0,DE-Tha,ENF,50.96256,13.56515,118
19960218,8.04737,0,48.457,1,0.396,1,4.74,0,0.742,1,8.741,0,95.994,0,DE-Tha,ENF,50.96256,13.56515,118
19960219,11.0702,0,80.706,1,1.257,1,2.744,0,1.528,1,0.448,0,95.358,0,DE-Tha,ENF,50.96256,13.56515,118
19960220,14.7321,0,12.186,1,-1.746,1,3.135,0,0.613,1,1.942,0,96.356,0,DE-Tha,ENF,50.96256,13.56515,118
19960221,8.04737,0,38.92,1,-6.961,1,4.298,0,0.39,1,1.518,0,96.873,0,DE-Tha,ENF,50.96256,13.56515,118
19960222,11.0702,0,71.856,1,-8.04,1,3.08,0,0.302,1,0.684,0,97.006,0,DE-Tha,ENF,50.96256,13.56515,118
19960223,14.7321,0,64.762,1,-7.534,1,1.716,0,0.293,1,0.502,0,97.293,0,DE-Tha,ENF,50.96256,13.56515,118
19960224,8.04737,0,133.725,1,-4.999,1,1.972,0,0.304,1,0,0,97.268,0,DE-Tha,ENF,50.96256,13.56515,118
19960225,11.0702,0,108.688,1,2.351,1,3.337,0,2.459,1,0,0,96.997,0,DE-Tha,ENF,50.96256,13.56515,118
19960226,14.7321,0,140.841,1,2.119,1,2.691,0,2.933,1,0,0,97.365,0,DE-Tha,ENF,50.96256,13.56515,118
19960227,8.04737,0,131.092,1,4.717,1,1.443,0,4.074,1,0,0,97.74,0,DE-Tha,ENF,50.96256,13.56515,118
19960228,11.0702,0,128.136,1,3.259,1,1.204,0,2.897,1,0,0,98.207,0,DE-Tha,ENF,50.96256,13.56515,118
19960229,14.7321,0,37.149,1,-1.538,1,1.248,0,0.362,1,0,0,98.256,0,DE-Tha,ENF,50.96256,13.56515,118
19960301,8.04737,0,68.445,1,-2.12,1,4.913,0,0.459,1,2.49,0,97.474,0,DE-Tha,ENF,50.96256,13.56515,118
19960302,11.0702,0,58.619,1,-3.296,1,4.24,0,0.308,1,2.901,0,97.36,0,DE-Tha,ENF,50.96256,13.56515,118
19960303,14.7321,0,77.202,1,-4.905,1,2.813,0,0.323,1,1.692,0,97.404,0,DE-Tha,ENF,50.96256,13.56515,118
19960304,8.04737,0,104.423,1,-5.749,1,1.593,0,0.335,1,0.885,0,97.549,0,DE-Tha,ENF,50.96256,13.56515,118
19960305,11.0702,0,64.058,1,-2.446,1,3.051,0,0.258,1,0.842,0,97.612,0,DE-Tha,ENF,50.96256,13.56515,118
19960306,14.7321,0,39.203,1,-1.101,1,2.113,0,0.419,1,1.657,0,97.719,0,DE-Tha,ENF,50.96256,13.56515,118
19960307,8.04737,0,125.529,1,-0.447,1,3.475,0,0.79,1,0.677,0,98.015,0,DE-Tha,ENF,50.96256,13.56515,118
19960308,11.0702,0,173.496,1,-2.67,1,4.15,0,0.393,1,0,0,98.701,0,DE-Tha,ENF,50.96256,13.56515,118
19960309,14.7321,0,164.562,1,-3.635,1,4.202,0,0.762,1,0,0,98.771,0,DE-Tha,ENF,50.96256,13.56515,118
19960310,8.04737,0,176.854,1,-4.88,1,3.539,0,0.316,1,0,0,98.73,0,DE-Tha,ENF,50.96256,13.56515,118
19960311,11.0702,0,76.993,1,-5.967,1,3.669,0,0.312,1,2.437,0,97.787,0,DE-Tha,ENF,50.96256,13.56515,118
19960312,14.7321,0,79.051,1,-7.038,1,4.472,0,0.311,1,0.625,0,97.488,0,DE-Tha,ENF,50.96256,13.56515,118
19960313,8.04737,0,92.153,1,-5.468,1,3.233,0,0.27,1,1.352,0,97.097,0,DE-Tha,ENF,50.96256,13.56515,118
19960314,11.0702,0,39.215,1,-3,1,1.948,0,0.346,1,0.497,0,97.145,0,DE-Tha,ENF,50.96256,13.56515,118
19960315,14.7321,0,23.78,1,-2.268,1,3.267,0,0.379,1,0,0,97.204,0,DE-Tha,ENF,50.96256,13.56515,118
19960316,8.04737,0,100.281,1,0.366,1,4.327,0,0.875,1,0,0,97.132,0,DE-Tha,ENF,50.96256,13.56515,118
19960317,11.0702,0,98.11,1,0.371,1,2.594,0,0.944,1,0.073,0,97.432,0,DE-Tha,ENF,50.96256,13.56515,118
19960318,14.7321,0,45.71,1,-0.546,1,1.613,0,0.362,1,0.106,0,97.669,0,DE-Tha,ENF,50.96256,13.56515,118
19960319,8.04737,0,131.394,1,1.471,1,1.533,0,1.271,1,0,0,97.509,0,DE-Tha,ENF,50.96256,13.56515,118
19960320,11.0702,0,200.672,1,3.8,1,1.581,0,3.533,1,0,0,97.083,0,DE-Tha,ENF,50.96256,13.56515,118
19960321,14.7321,0,131.319,1,5.315,1,1.208,0,3.958,1,0,0,97.122,0,DE-Tha,ENF,50.96256,13.56515,118
19960322,8.04737,0,112.688,1,5.013,1,1.508,0,2.809,1,0,0,97.298,0,DE-Tha,ENF,50.96256,13.56515,118
19960323,11.0702,0,174.451,1,5.543,1,1.774,0,2.332,1,0.35,0,97.666,0,DE-Tha,ENF,50.96256,13.56515,118
19960324,14.7321,0,26.697,1,5.548,1,3.151,0,0.592,1,6.574,0,97.565,0,DE-Tha,ENF,50.96256,13.56515,118
19960325,8.04737,0,105.501,1,2.629,1,2.034,0,1.396,1,0.317,0,98.002,0,DE-Tha,ENF,50.96256,13.56515,118
19960326,11.0702,0,102.803,1,2.831,1,2.35,0,2.009,1,2.705,0,96.944,0,DE-Tha,ENF,50.96256,13.56515,118
19960327,14.7321,0,221.459,1,-0.64,1,3.524,0,0.519,1,1.17,0,97.31,0,DE-Tha,ENF,50.96256,13.56515,118
19960328,8.04737,0,210.929,1,1.383,1,1.892,0.479167,1.653,1,0,0,97.19,0,DE-Tha,ENF,50.96256,13.56515,118
19960329,11.0702,0,97.28,1,0.151,1,3.26,1,0.766,1,3.1,0,96.515,0,DE-Tha,ENF,50.96256,13.56515,118
19960330,14.7321,0,111.568,1,-1.318,1,2.742,1,0.516,1,1.905,0,96.512,0,DE-Tha,ENF,50.96256,13.56515,118
19960331,8.04737,0,128.224,1,-2.937,1,3.667,1,0.356,1,4.502,0,96.798,0,DE-Tha,ENF,50.96256,13.56515,118
19960401,11.0702,0,120.613,1,-2.184,1,2.213,1,0.518,1,0,1,96.88,0,DE-Tha,ENF,50.96256,13.56515,118
19960402,14.7321,0,133.987,1,-0.757,1,3.263,1,0.531,1,0.1,1,97.255,0,DE-Tha,ENF,50.96256,13.56515,118
19960403,8.04737,0,23.498,1,-2.352,1,4.45,1,0.311,1,0,1,97.846,0,DE-Tha,ENF,50.96256,13.56515,118
19960404,11.0702,0,19.69,1,-0.604,1,4.694,1,0.347,1,2.8,1,98.14,0,DE-Tha,ENF,50.96256,13.56515,118
19960405,14.7321,0,31.002,1,1.109,1,3.856,1,0.382,1,11.4,1,97.979,0,DE-Tha,ENF,50.96256,13.56515,118
19960406,8.04737,0,167.112,1,4.844,1,1.621,1,2.057,1,0,1,97.722,0,DE-Tha,ENF,50.96256,13.56515,118
19960407,11.0702,0,222.84,1,7.994,1,1.846,1,3.103,1,0.1,1,97.715,0,DE-Tha,ENF,50.96256,13.56515,118
19960408,14.7321,0,176.816,1,9.868,1,2.563,1,4.107,1,0,1,97.926,0,DE-Tha,ENF,50.96256,13.56515,118
19960409,8.04737,0,116.677,1,5.573,1,2.877,1,1.566,1,0,1,98.078,0,DE-Tha,ENF,50.96256,13.56515,118
19960410,11.0702,0,183.042,1,7.844,1,2.985,1,3.608,1,0,1,97.673,0,DE-Tha,ENF,50.96256,13.56515,118
19960411,14.7321,0,56.695,1,4.013,1,3.671,1,1.568,1,2.1,1,97.171,0,DE-Tha,ENF,50.96256,13.56515,118
19960412,8.04737,0,145.247,1,-3.434,1,4.375,1,0.564,1,9.2,1,97.294,0,DE-Tha,ENF,50.96256,13.56515,118
19960413,11.0702,0,107.701,1,-1.353,1,4.767,1,0.332,1,1.3,1,97.246,0,DE-Tha,ENF,50.96256,13.56515,118
19960414,14.7321,0,120.259,1,2.406,1,5.469,1,1.888,1,3.5,1,97.684,0,DE-Tha,ENF,50.96256,13.56515,118
19960415,8.04737,0,273.774,1,5.124,1,4.131,1,5.135,1,0,1,98.148,0,DE-Tha,ENF,50.96256,13.56515,118
19960416,11.0702,0,267.604,1,7.472,1,1.977,1,6.373,1,0,1,97.808,0,DE-Tha,ENF,50.96256,13.56515,118
19960417,14.7321,0,276.496,1,9.597,1,3.173,0.979167,7.35,1,0,1,97.262,0,DE-Tha,ENF,50.96256,13.56515,118
19960418,8.04737,0,263.766,1,12.89,1,2.785,1,9.513,1,0,1,97.506,0,DE-Tha,ENF,50.96256,13.56515,118
19960419,10.8774,0,246.005,1,15.658,1,2.598,1,11.964,1,0,1,97.794,0,DE-Tha,ENF,50.96256,13.56515,118
19960420,11.0947,0,254.238,0.958333,17.169,1,3.883,1,13.781,1,0,1,97.514,0,DE-Tha,ENF,50.96256,13.56515,118
19960421,9.71119,0,259.073,0.9375,19.104,1,3.858,1,15.774,1,0,1,97.186,0,DE-Tha,ENF,50.96256,13.56515,118
19960422,15.398,0,254.888,0.895833,19.817,1,3.688,1,16.179,1,0,1,97.128,0,DE-Tha,ENF,50.96256,13.56515,118
19960423,18.3262,0,239.59,0.875,20.243,1,2.915,1,15.316,1,0,1,96.776,0,DE-Tha,ENF,50.96256,13.56515,118
19960424,3.7091,0,61.474,1,11.528,1,3.127,1,2.532,1,3.3,1,97.331,0,DE-Tha,ENF,50.96256,13.56515,118
19960425,19.9291,0,252.45,1,11.576,1,3.071,1,5.623,1,0,1,97.964,0,DE-Tha,ENF,50.96256,13.56515,118
19960426,17.7405,0,276.683,1,11.586,1,2.567,0.958333,6.505,1,0,1,97.828,0,DE-Tha,ENF,50.96256,13.56515,118
19960427,12.5474,0,241.262,0.916667,12.377,1,2.163,1,5.989,1,0,1,97.533,0,DE-Tha,ENF,50.96256,13.56515,118
19960428,15.2229,0,205.428,1,13.465,1,2.74,1,6.811,1,0,1,96.603,0,DE-Tha,ENF,50.96256,13.56515,118
19960429,10.5885,0,128.08,1,7.656,1,2.462,1,2.337,1,8,1,96.475,0,DE-Tha,ENF,50.96256,13.56515,118
19960430,19.1886,0,201.264,1,11.078,1,3.035,1,6.478,1,0,1,96.234,0,DE-Tha,ENF,50.96256,13.56515,118
19960501,8.78117,0,178.188,1,10.174,1,2.104,1,2.207,1,0,1,96.052,0,DE-Tha,ENF,50.96256,13.56515,118
19960502,13.0786,0,182.651,1,11.109,1,2.273,1,2.662,1,0.6,1,95.682,0,DE-Tha,ENF,50.96256,13.56515,118
19960503,10.7292,0,132.759,1,11.451,1,2.917,1,3.245,1,10.2,1,95.721,0,DE-Tha,ENF,50.96256,13.56515,118
19960504,1.70925,0,89.588,1,7.332,1,3.156,1,1.094,1,14.4,1,96.434,0,DE-Tha,ENF,50.96256,13.56515,118
19960505,12.3549,0,169.81,1,5.656,1,2.352,1,2.317,1,0.1,1,97.419,0,DE-Tha,ENF,50.96256,13.56515,118
19960506,10.3932,0,169.338,1,7.023,1,4.604,1,1.125,1,0.4,1,97.426,0,DE-Tha,ENF,50.96256,13.56515,118
19960507,0.449619,0,42.108,1,6.968,1,4.554,1,1.106,1,0,1,97.384,0,DE-Tha,ENF,50.96256,13.56515,118
19960508,-0.377763,0,49.294,1,7.067,1,3.183,1,0.481,1,1,1,97.242,0,DE-Tha,ENF,50.96256,13.56515,118
19960509,1.13554,0,30.871,1,4.098,1,2.269,1,0.365,1,10.1,1,96.857,0,DE-Tha,ENF,50.96256,13.56515,118
19960510,0.757137,0,34.796,1,3.163,1,1.283,1,0.434,1,1.2,1,96.868,0,DE-Tha,ENF,50.96256,13.56515,118
19960511,3.35791,0,78.644,1,6.127,1,3.215,1,1.003,1,0.3,1,97.117,0,DE-Tha,ENF,50.96256,13.56515,118
19960512,0.0704724,0,36.319,1,7.625,1,2.612,1,0.388,1,2.3,1,97.156,0,DE-Tha,ENF,50.96256,13.56515,118
19960513,1.04242,0,42.854,1,9.174,1,3.244,1,0.435,1,1.5,1,97.289,0,DE-Tha,ENF,50.96256,13.56515,118
19960514,0.5277,0,68.444,1,9.187,1,1.646,1,0.448,1,0.2,1,97.161,0,DE-Tha,ENF,50.96256,13.56515,118
19960515,0.062705,0,55.161,1,8.527,1,1.858,1,0.485,1,0.5,1,96.98,0,DE-Tha,ENF,50.96256,13.56515,118
19960516,0.702855,0,33.074,1,6.039,1,2.2,1,0.453,1,2.8,1,97.128,0,DE-Tha,ENF,50.96256,13.56515,118
19960517,11.2237,0,176.468,1,14.256,1,2.737,1,4.392,1,0.6,1,96.721,0,DE-Tha,ENF,50.96256,13.56515,118
19960518,10.3325,0,220.49,1,16.278,1,3.221,1,6.142,1,26.2,1,96.565,0,DE-Tha,ENF,50.96256,13.56515,118
19960519,11.6779,0,198.874,1,15.496,1,3.915,1,4.73,1,10.2,1,96.41,0,DE-Tha,ENF,50.96256,13.56515,118
19960520,12.7545,0,199.008,1,10.975,1,2.21,1,3.279,1,3.4,1,96.83,0,DE-Tha,ENF,50.96256,13.56515,118
19960521,18.5886,0,240.551,1,11.366,1,2.296,1,5.396,1,0,1,97.613,0,DE-Tha,ENF,50.96256,13.56515,118
19960522,4.82373,0,150.531,1,8.399,1,2.315,1,2.402,1,2.1,1,97.844,0,DE-Tha,ENF,50.96256,13.56515,118
19960523,8.76113,0,130.508,1,10.512,1,3.719,1,3.721,1,1,1,97.622,0,DE-Tha,ENF,50.96256,13.56515,118
19960524,19.1606,0,212.904,1,14.936,1,3.542,1,6.896,1,0.3,1,97.319,0,DE-Tha,ENF,50.96256,13.56515,118
19960525,11.7235,0,167.442,1,14.9,1,4.442,1,5.578,1,5.1,1,96.711,0,DE-Tha,ENF,50.96256,13.56515,118
19960526,19.9439,0,255.919,1,11.43,1,2.406,1,4.624,1,2,1,96.987,0,DE-Tha,ENF,50.96256,13.56515,118
19960527,14.4658,0,191.927,1,11.637,1,3.487,1,2.891,1,7.7,1,96.459,0,DE-Tha,ENF,50.96256,13.56515,118
19960528,7.13972,0,119.595,1,6.147,1,3.458,1,2.338,1,6.5,1,97.295,0,DE-Tha,ENF,50.96256,13.56515,118
19960529,24.604,0,327.554,1,11.443,1,2.525,1,6.964,1,0,0,98.062,0,DE-Tha,ENF,50.96256,13.56515,118
19960530,21.2158,0,301.083,1,18.08,1,4.246,1,7.722,1,0,0,97.98,0,DE-Tha,ENF,50.96256,13.56515,118
19960531,15.8143,0,344.098,1,21.919,1,5.121,1,8.095,1,0,0,97.692,0,DE-Tha,ENF,50.96256,13.56515,118
19960601,8.77686,0,270.155,1,17.973,1,2.733,1,5.476,1,1.926,0,97.492,0,DE-Tha,ENF,50.96256,13.56515,118
19960602,4.5497,0,64.553,1,11.361,1,3.852,1,0.812,1,24.125,0,97.426,0,DE-Tha,ENF,50.96256,13.56515,118
19960603,1.25618,0,37.059,1,10.822,1,2.275,0.395833,0.315,1,14.293,0,97.571,0,DE-Tha,ENF,50.96256,13.56515,118
19960604,17.3555,0,232.383,1,12.935,1,1.992,0,3.688,1,0.228,0,98.426,0,DE-Tha,ENF,50.96256,13.56515,118
19960605,31.3205,0,354.293,1,17.072,1,1.98,0,6.497,1,0,0,98.682,0,DE-Tha,ENF,50.96256,13.56515,118
19960606,30.1249,0,364.063,1,20.684,1,2.117,0,9.972,1,0,0,98.149,0,DE-Tha,ENF,50.96256,13.56515,118
19960607,12.7891,0,274.78,1,19.45,1,1.187,0,8.571,1,0,0,97.852,0,DE-Tha,ENF,50.96256,13.56515,118
19960608,8.96877,0,257.958,1,15.613,0.979167,1.569,0,5.653,0.979167,0.315,0,97.677,0,DE-Tha,ENF,50.96256,13.56515,118
19960609,12.9973,0,162.238,1,14.488,1,1.069,0,5.044,1,10.264,0,97.755,0,DE-Tha,ENF,50.96256,13.56515,118
19960610,20.261,0,264.885,1,15.319,0.979167,1.003,0,6.086,0.979167,0.593,0,97.995,0,DE-Tha,ENF,50.96256,13.56515,118
19960611,16.2575,0,209.861,1,19.476,0.9375,0.999,0,8.566,0.9375,3.513,0,98.058,0,DE-Tha,ENF,50.96256,13.56515,118
19960612,14.8595,0,238.251,1,21.257,1,2.736,0,8.404,1,11.162,0,97.962,0,DE-Tha,ENF,50.96256,13.56515,118
19960613,18.1066,0,285.775,1,11.512,1,4.123,0,5.047,1,0.001,0,98.468,0,DE-Tha,ENF,50.96256,13.56515,118
19960614,12.0509,0,202.289,1,10.074,1,3.465,0,4.141,1,0,0,98.468,0,DE-Tha,ENF,50.96256,13.56515,118
19960615,19.452,0,248.765,1,11.682,1,1.931,0,4.779,1,0,0,98.344,0,DE-Tha,ENF,50.96256,13.56515,118
19960616,20.8767,0,229.454,1,12.875,1,1.745,0,4.351,1,0.092,0,98.053,0,DE-Tha,ENF,50.96256,13.56515,118
19960617,17.1206,0,316.762,0.916667,16.586,1,1.331,0,8.301,1,0,0,97.679,0,DE-Tha,ENF,50.96256,13.56515,118
19960618,14.6087,0,238.111,1,16.472,1,3.322,0.583333,7.219,1,1.611,0,96.808,0,DE-Tha,ENF,50.96256,13.56515,118
19960619,10.5814,0,164.96,1,11.092,1,3.383,1,4.003,1,0,0,96.663,0,DE-Tha,ENF,50.96256,13.56515,118
19960620,4.40764,0,102.92,1,10.233,1,3.117,1,2.237,1,3.092,0,96.461,0,DE-Tha,ENF,50.96256,13.56515,118
19960621,4.07292,0,100.285,1,10.313,1,2.094,1,1.867,1,1.299,0,96.447,0,DE-Tha,ENF,50.96256,13.56515,118
19960622,0.434842,0,70.72,1,8.639,1,2.656,1,1.37,1,6.184,0,96.721,0,DE-Tha,ENF,50.96256,13.56515,118
19960623,2.49093,0,82.458,1,8.914,1,3.19,1,1.336,1,4.652,0,97.361,0,DE-Tha,ENF,50.96256,13.56515,118
19960624,6.77635,0,131.349,1,9.634,1,2.306,1,2.561,1,0,1,97.786,0,DE-Tha,ENF,50.96256,13.56515,118
19960625,11.8115,0,150.901,1,11.378,1,2.038,1,3.47,1,0,1,98.019,0,DE-Tha,ENF,50.96256,13.56515,118
19960626,23.3886,0,266.498,1,13.95,1,2.119,1,5.508,1,0,1,97.848,0,DE-Tha,ENF,50.96256,13.56515,118
19960627,17.6676,0,205.314,1,12.41,1,3.748,1,4.103,1,0.1,1,97.667,0,DE-Tha,ENF,50.96256,13.56515,118
19960628,15.1313,0.229167,296.569,1,13.244,0.979167,3.654,1,4.65,0.979167,0,1,97.546,0,DE-Tha,ENF,50.96256,13.56515,118
19960629,12.3122,0.895833,152.525,1,12.35,1,3.715,1,3.525,1,8.1,1,96.763,0,DE-Tha,ENF,50.96256,13.56515,118
19960630,9.98832,0.979167,127.883,1,12.889,1,3.819,1,3.697,1,3.3,1,96.839,0,DE-Tha,ENF,50.96256,13.56515,118
19960701,16.6405,0.979167,189.614,1,13.835,1,3.773,1,4.362,1,1.3,1,96.396,0,DE-Tha,ENF,50.96256,13.56515,118
19960702,18.7044,0.854167,269.226,1,14.409,1,4.04,1,4.731,1,0.4,1,96.58,0,DE-Tha,ENF,50.96256,13.56515,118
19960703,21.3639,0.875,297.207,1,14.699,0.979167,3.077,1,5.076,0.979167,0,1,97.083,0,DE-Tha,ENF,50.96256,13.56515,118
19960704,13.9917,0.833333,214.753,1,16.086,1,5.327,1,5.421,1,0.2,1,96.95,0,DE-Tha,ENF,50.96256,13.56515,118
19960705,7.78685,0.791667,252.526,1,19.151,1,4.3,1,7.027,1,15.9,1,96.725,0,DE-Tha,ENF,50.96256,13.56515,118
19960706,11.6399,1,120.563,1,12.821,1,3.108,1,1.776,1,1.9,1,96.311,0,DE-Tha,ENF,50.96256,13.56515,118
19960707,19.3522,1,189.881,1,13.235,1,2.427,1,4.528,1,0.9,1,96.704,0,DE-Tha,ENF,50.96256,13.56515,118
19960708,0.264657,1,12.778,1,9.749,1,5.592,0.9375,0.616,1,58.1,1,96.11,0,DE-Tha,ENF,50.96256,13.56515,118
19960709,0.390625,1,62.509,1,9.302,1,5.235,1,1.173,1,6,1,97.049,0,DE-Tha,ENF,50.96256,13.56515,118
19960710,11.8256,1,200.788,1,12.976,1,3.175,1,3.458,1,0,1,97.407,0,DE-Tha,ENF,50.96256,13.56515,118
19960711,2.76584,1,67.287,1,11.647,1,3.322,0.958333,0.874,1,11.4,1,97.699,0,DE-Tha,ENF,50.96256,13.56515,118
19960712,0.861833,1,165.908,1,15.504,1,3.456,1,2.196,1,5.3,1,97.396,0,DE-Tha,ENF,50.96256,13.56515,118
19960713,14.4389,1,236.069,1,17.627,1,2.825,1,4.449,1,0,1,97.73,0,DE-Tha,ENF,50.96256,13.56515,118
19960714,15.429,1,305.62,1,19.873,1,3.237,1,7.47,1,0,1,98.075,0,DE-Tha,ENF,50.96256,13.56515,118
19960715,6.44526,1,75.365,1,14.986,1,2.971,0.770833,2.421,1,0,1,98.134,0,DE-Tha,ENF,50.96256,13.56515,118
